StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,CONSENT_2,EXP1_ARTICLE4_First Click,EXP1_ARTICLE4_Last Click,EXP1_ARTICLE4_Page Submit,EXP1_ARTICLE4_Click Count,EXP1ARM1_COMP1,EXP1ARM1_COMP2,EXP1ARM2_ARTICLE4_First Click,EXP1ARM2_ARTICLE4_Last Click,EXP1ARM2_ARTICLE4_Page Submit,EXP1ARM2_ARTICLE4_Click Count,EXP1ARM2_COMP1,EXP1ARM2_COMP2,VACCINE_1,VACCINE_1_1,VACCINE_1_1,VACCINE_2_1,VACCINE_2_2,VACCINE_2_3,VACCINE_2_4,VACCINE_2_5,VACCINE_2_6,VACCINE_3,VACCINE_4,VACCINE_5_1,VACCINE_5_2,VACCINE_5_3,VACCINE_5_4,VACCINE_5_5,VACCINE_5_6,VACCINE_5_7,VACCINE_5_8,VACCINE_5_9,VACCINE_5_10,VACCINE_6,VACCINE_7,VACCINE_8,VACCINE_9_1,VACCINE_9_2,VACCINE_9_3,VACCINE_9_4,VACCINE_9_5,VACCINE_9_6,VACCINE_10_1,VACCINE_10_2,VACCINE_10_3,VACCINE_10_4,VACCINE_10_5,VACCINE_10_6,VACCINE_10_7,VACCINE_10_8,VACCINE_11_1,VACCINE_11_2,VACCINE_11_3,VACCINE_11_4,VACCINE_11_5,VACCINE_11_6,VACCINE_11_7,VACCINE_11_8,VACCINE_12,VACCINE_13,EXP2ARM1,EXP2ARM2,EXP2CONTROL,EXP3ARM1,EXP3CONTROL,DELIVERY_1,DELIVERY_2,DELIVERY_3,DELIVERY_4,DELIVERY_5,DELIVERY_6,DELIVERY_7,BLM_1,BLM_2,BLM_3,BLM_4,BLM_5,BLM_6_1,BLM_6_2,BLM_6_3,BLM_6_4,BLM_7,BLM_8,BLM_9,BLM_10,BLM_11,SD_1_1,SD_1_2,SD_1_3,SD_1_4,SD_1_5,SD_1_6,SD_1_7,SD_1_8,SD_1_9,SD_1_10,SD_2_1,SD_2_2,SD_2_3,SD_2_4,STIMULUS_1,STIMULUS_2,STIMULUS_3,STIMULUS_4,STIMULUS_4_5_TEXT,STIMULUS_5,STIMULUS_5_9_TEXT,STIMULUS_6,STIMULUS_7,STIMULUS_7_9_TEXT,STIMULUS_8,M4A_1,M4A_2,M4A_2_9_TEXT,M4A_3,M4A_4,M4A_5_1,M4A_5_2,M4A_6,M4A_6_4_TEXT,M4A_7,M4A_7_9_TEXT,M4A_8,MEDIA_1,MEDIA_2,MEDIA_2_6_TEXT,TRUST_1,TRUST_2,TRUST_3,HEALTH_1,HEALTH_2,HEALTH_2_11_TEXT,HEALTH_3,HEALTH_4_1,HEALTH_4_2,HEALTH_4_3,HEALTH_4_4,HEALTH_4_5,HEALTH_4_6,HEALTH_4_7,HEALTH_4_8,HEALTH_4_9,HEALTH_5,HEALTH_6,HEALTH_7,EXPOSURE_1_1,EXPOSURE_1_2,EXPOSURE_1_3,EXPOSURE_2,EXPOSURE_2_1,EXPOSURE_2_2,EXPOSURE_3,EXPOSURE_4,EXPOSURE_5,EXPOSURE_6,FOOD_1,FOOD_2,MENTAL_1,MENTAL_2,CHILD_1,CHILD_1_1,CHILD_1_2,CHILD_1_2_5_TEXT,CHILD_2,CHILD_2_1,CHILD_2_2,CHILD_2_3,CHILD_2_4,CHILD_2_4_1,CHILD_2_4_1_6_TEXT,CHILD_2_5,CHILD_2_5_1_TEXT,CHILD_2_6,CHILD_2_6_5_TEXT,CHILD_2_6_7_TEXT,CHILD_2_7,CHILD_2_8,CHILD_2_9,CHILD_2_10,CHILD_2_11,CHILD_2_12,CHILD_2_13,CHILD_2_14,CHILD_2_15,CHILD_2_15_VACCINE,CHILD_3,CHILD_2_16_1,CHILD_2_16_2,CHILD_2_16_3,CHILD_2_16_4,CHILD_2_16_5,CHILD_2_16_6,CHILD_4,CHILD_5,CHILD_6,CHILD_6_1,CHILD_6_1_5_TEXT,CHILD_7,CHILD_7_1,IDEOLOGY_1,IDEOLOGY_1_4_TEXT,IDEOLOGY_2,IDEOLOGY_3,IDEOLOGY_4,IDEOLOGY_4_3_TEXT,IDEOLOGY_5,IDEOLOGY_5_5_TEXT,IDEOLOGY_6,IDEOLOGY_6_5_TEXT,IDEOLOGY_7,Q314,CULTURE_1#1_1,CULTURE_1#1_2,CULTURE_1#1_3,CULTURE_1#1_4,CULTURE_1#1_5,CULTURE_1#1_6,CULTURE_1#1_7,CULTURE_1#1_8,CULTURE_1#1_9,CULTURE_1#1_10,CULTURE_1#1_11,CULTURE_2#1_1,CULTURE_2#1_2,CULTURE_2#1_3,CULTURE_2#1_4,CULTURE_2#1_5,CULTURE_2#1_6,CULTURE_2#1_7,CULTURE_2#1_8,CULTURE_2#1_9,DEMO_1,DEMO_2,DEMO_3,DEMO_4,DEMO_5,DEMO_6,DEMO_7,DEMO_8,DEMO_8_11_TEXT,DEMO_9,DEMO_10,DEMO_10_3_TEXT,DEMO_11,DEMO_12,DEMO_13,DEMO_14,DEMO_14_1,DEMO_14_1_5_TEXT,DEMO_15,opp,rid,RISN,V,Q_TotalDuration,qpmid,viga,ProjectToken,cintid,PID,psid,rnid,K2,study,med,LS,gc,term
11/30/2020 19:56,11/30/2020 20:13,0,100,989,1,11/30/2020 20:13,,,,,anonymous,EN,1,,,,,,,25.844,25.844,28.798,1,1,1,4,,I get an allergic reaction to everything ,1,2,1,1,2,1,1,1,2,3,3,2,3,2,3,2,2,3,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,1,2,3,,,,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,3,,1,,1,5,,1,1,1,,2,1,2,,1,,2,,1,2,5,,1,1,1,1,6,,4,3,3,4,3,4,2,3,3,3,1,1,1,1,1,1,3,,,2,1,2,1,1,1,2,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,2,,,1,2,1,,1,1,2,,3,,4,,4,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,2,Student,1,11,10034,1,1,1,2,,1,1,,3,4,4,1,3,,6,Qual22501-0824-NYState,,,,989,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1393196555,h_dWywViDno24kH4FycTmg**,,31833,,2.09E+13,{Invalid Expression},1,
11/30/2020 19:58,11/30/2020 20:17,0,100,1130,1,11/30/2020 20:17,,,,,anonymous,EN,1,,,,,,,2.251,2.251,4.438,1,1,1,2,I work in healthcsre,,1,3,3,2,3,3,2,1,1,1,1,,,2,2,3,3,3,1,1,1,1,1,2,1,2,2,2,1,2,4,1,1,3,3,3,4,3,5,4,3,1,4,3,1,,2,,2,,5,1,5,5,5,3,1,4,4,3,1,2,3,1,1,3,3,5,5,3,1,2,3,2,2,3,3,2,3,3,3,4,1,5,5,1,4,4,4,,8,,3,8,,2,5,1,,4,1,,3,1,,6,,5,4,6,Local newd,1,2,1,1,12,,4,4,2,4,4,4,1,2,3,2,1,2,2,2,2,2,3,,,2,2,2,2,2,6,1,1,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,3,2,,,2,,2,,3,2,,,3,,4,,2,3,2,2,4,3,3,2,3,2,5,5,5,5,5,5,3,2,2,3,3,4,Healthcare,1,20,13668,2,4,1,2,,3,1,,5,5,2,2,,,1,Qual22501-0824-NYState,,,,1130,4601,,795f8357-d473-4f6d-b890-504bba085ba5,bfc9b965-06a7-d34e-2365-8ee2c83130b6,,,,,,{Invalid Expression},{Invalid Expression},1,
11/30/2020 19:54,11/30/2020 20:22,0,100,1682,1,11/30/2020 20:22,,,,,anonymous,EN,1,6.482,6.482,7.877,1,1,1,,,,,,,4,,Because i want to make sure is working properly.,2,3,3,1,3,3,3,2,1,2,2,,1,1,1,1,2,1,2,3,1,3,3,3,2,2,2,2,3,3,3,2,2,1,1,4,4,4,4,4,3,3,2,1,2,,,3,,3,2,2,2,2,5,5,5,2,2,3,2,3,2,1,1,2,3,5,3,3,1,3,3,3,2,1,1,2,3,1,1,1,4,1,3,1,1,1,4,,9,No work because my clients stopped traveling and i dont have any work.,4,9,no,1,5,2,,5,3,5,,1,,"3,4,8",,2,4,6,not watch tv,3,1,2,3,12,,4,2,4,4,4,4,2,1,3,3,1,3,3,2,2,1,2,3,I dont had any experience with coronavirus,2,2,1,2,2,6,4,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,2,2,,,2,,4,NIHILISTIC,2,3,,,2,,2,,5,3,2,3,3,2,3,4,1,3,2,2,2,2,2,2,1,4,3,3,3,2,PET CARE,2,53,10022,1,1,2,2,,3,1,,4,2,1,1,5,SPANIARD,1,Qual22501-0824-NYState,,,,1682,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1504663816,h_dWywViDnp9V7a2oppigQ**,,31833,,2.26E+13,{Invalid Expression},1,
11/30/2020 20:03,11/30/2020 20:22,0,100,1113,1,11/30/2020 20:22,,,,,anonymous,EN,1,6.802,6.802,12.947,1,1,1,,,,,,,1,fgrr,,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,2,3,1,1,2,2,1,3,2,1,1,4,1,5,4,3,4,4,5,4,3,3,1,,,1,1,,1,2,2,1,1,3,2,1,1,1,2,1,2,2,2,2,2,3,3,1,2,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,2,"2,3",,1,,1,1,,1,1,3,,1,1,1,,1,,"3,6",,2,1,2,,1,1,2,1,12,,1,1,2,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,vhii,1,1,1,1,1,"1,5",4,2,1,2,1,,1,8,1,1,1,1,,1,,1,,,1,1,3,1,"1,4",1,1,"1,3","2,4",1,1,2,2,1,2,1,2,1,1,1,3,,1,63,1,,1,1,2,,1,,3,,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,rrt,1,26,10001,2,1,1,6,,1,2,,5,7,5,2,,,1,Qual22501-0824-NYState,,,,1113,4601,,795f8357-d473-4f6d-b890-504bba085ba5,ec8a37ce-bfe8-1a8d-60ce-00a123a70832,,,,,,{Invalid Expression},{Invalid Expression},1,
11/30/2020 19:44,11/30/2020 20:23,0,100,2361,1,11/30/2020 20:23,,,,,anonymous,EN,1,3.46,89.33,93.603,33,1,1,,,,,,,1,"The sooner everyone develops more immunity, the sooner we may all be able to return to a more normal life.",,2,3,3,3,3,3,2,2,1,1,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,1,2,2,4,4,1,2,4,3,5,5,5,5,5,4,3,4,3,1,1,,,1,,1,1,1,1,1,2,1,1,1,1,2,1,3,2,3,1,2,3,2,2,1,1,1,1,2,2,2,2,2,1,1,1,4,1,2,"1,3",1,1,4,,4,,2,8,,1,5,1,,1,2,1,,2,,"2,4,5",,1,1,3,,1,2,1,1,12,,3,2,2,4,4,4,2,2,2,2,1,2,2,2,1,1,3,,,2,2,2,2,2,6,1,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1,2,2,,,2,,1,,1,1,2,,4,,3,,3,1,5,1,4,5,2,2,4,2,4,2,5,5,1,1,1,5,2,3,2,3,Retail Store Sales Expeditor ,2,54,11373,1,1,1,1,,2,2,,4,3,2,2,,,1,Qual22501-0824-NYState,,,,2361,4601,,795f8357-d473-4f6d-b890-504bba085ba5,582644d3-ed9b-b3fb-b3d3-730d029edb14,,,,,,{Invalid Expression},{Invalid Expression},1,
11/30/2020 20:07,11/30/2020 20:27,0,100,1191,1,11/30/2020 20:27,,,,,anonymous,EN,1,,,,,,,5.302,41.222,53.437,5,1,1,3,,I wouldnt becayse there are others who are are at greater risk then myself and therefore should be given the vaccine first,1,3,2,2,3,3,3,2,1,1,1,4,1,2,1,1,2,4,1,2,1,2,2,2,2,1,2,2,3,2,3,2,1,3,1,5,4,3,5,4,2,1,1,3,2,,2,,,2,1,1,5,5,5,4,5,2,1,1,2,3,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,2,1,2,2,4,,4,,3,6,,1,5,5,,5,3,,5,1,,"2,6,8",,2,3,4,,2,1,2,2,5,,1,2,1,2,4,4,2,3,2,2,1,2,2,2,2,2,3,,,1,2,1,1,2,4,3,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,1,2,,,1,1,1,,2,1,2,,4,,3,,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,2,2,5,2,Healthcare,1,33,11212,1,1,1,11,Nothing particular,2,1,,3,2,2,2,,,2,Qual22501-0824-NYState,,,,1191,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1768008184,h_dWywViDnqjdJAKEbZkAQ**,,31833,,2.66E+13,{Invalid Expression},1,
11/30/2020 20:15,11/30/2020 20:29,0,100,849,1,11/30/2020 20:29,,,,,anonymous,EN,1,,,,,,,3.706,4.186,4.968,2,1,1,1,Briefly describe why you would get the vaccine as,,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,3,1,2,1,1,1,2,1,2,2,1,2,2,4,3,1,2,4,3,2,2,2,3,3,3,2,4,4,3,1,,1,,1,,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,2,2,2,1,3,3,1,2,2,3,3,3,1,1,1,"2,4",,1,,1,3,,1,1,2,,2,1,1,,1,,1,,1,2,2,,1,1,1,1,2,,2,2,2,3,2,2,3,4,1,3,1,1,1,1,1,1,1,1,gBriefly describe why you would get the vaccine as,1,1,1,1,1,1,2,3,1,2,2,,1,9,2,1,1,1,,3,,1,,,1,1,4,2,1,2,1,"1,5",4,2,2,2,2,2,3,2,2,1,2,1,1,,1,4,1,,2,1,2,,1,,3,,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,fyu,1,26,10001,2,1,1,6,,1,2,,5,7,5,2,,,1,Qual22501-0824-NYState,,,,849,4601,,795f8357-d473-4f6d-b890-504bba085ba5,5353e071-15b2-f7d8-b971-d7788aa62389,,,,,,{Invalid Expression},{Invalid Expression},1,
11/30/2020 20:18,11/30/2020 20:30,0,100,752,1,11/30/2020 20:30,,,,,anonymous,EN,1,0.287,0.287,14.554,1,1,1,,,,,,,1,ttyu,,1,2,1,1,1,1,1,1,2,2,1,2,2,2,3,3,2,4,1,1,1,2,1,2,2,1,2,3,2,4,3,3,3,1,3,5,4,5,4,5,4,4,4,3,1,1,,,,1,2,3,1,3,4,3,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,,"2,5",,2,1,,1,1,1,,2,1,,1,1,,"1,4",,2,1,1,,1,1,1,1,3,,2,1,3,3,2,3,3,3,2,2,1,1,1,1,1,1,1,1,hjik,1,3,1,1,1,1,4,2,1,1,3,,1,8,3,1,1,1,,3,,6,,,2,1,4,2,2,1,1,"1,4",2,1,1,2,2,2,2,2,2,1,2,1,1,,1,2,1,,1,1,2,,1,,3,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,hwjoq,1,26,10001,2,1,1,6,,1,2,,5,7,3,2,,,1,Qual22501-0824-NYState,,,,752,4601,,795f8357-d473-4f6d-b890-504bba085ba5,03bfd745-583d-58b6-5545-e0949cb16fb2,,,,,,{Invalid Expression},{Invalid Expression},1,
11/30/2020 20:12,11/30/2020 20:31,0,100,1147,1,11/30/2020 20:31,,,,,anonymous,EN,1,,,,,,,1.251,2.975,4.052,3,1,1,4,,It is too new ,1,3,3,2,3,3,2,1,1,2,1,4,3,3,3,4,3,3,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,3,3,3,3,1,3,,,3,,4,2,4,4,4,4,4,3,1,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,4,3,5,5,"1,3",1,1,4,,2,,2,"3,4,6,7,9",Car insurance ,1,5,5,,2,1,,2,1,,2,,2,2,5,,2,1,2,3,"9,11",ADHD,1,4,2,1,1,4,3,2,1,2,1,2,1,1,1,1,3,,,2,2,2,2,1,1,3,4,2,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,3,2,,,2,,2,,2,2,,,1,,1,,4,2,3,2,4,3,5,5,1,1,1,2,1,3,2,1,1,1,3,3,3,2,Nurse,1,13,14527,1,4,1,10,,3,1,,4,2,1,2,,,1,Qual22501-0824-NYState,,,,1147,4601,,795f8357-d473-4f6d-b890-504bba085ba5,71952872-97cd-3a25-7f72-1fbec2c31e87,,,,,,{Invalid Expression},{Invalid Expression},1,
11/30/2020 20:22,11/30/2020 20:31,0,100,582,1,11/30/2020 20:31,,,,,anonymous,EN,1,,,,,,,0.717,2.802,3.391,6,1,1,3,,It is dangaures,1,1,2,3,2,2,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,1,3,4,4,3,2,1,2,2,4,3,1,3,2,2,1,2,2,3,,,,3,2,3,2,4,3,1,1,2,3,1,2,1,2,3,2,2,2,1,2,2,2,1,1,2,2,1,2,1,3,2,1,1,1,3,3,2,2,3,4,,1,,3,4,,2,"1,3",2,,4,2,,4,2,,5,,2,2,3,,1,2,2,1,12,,4,4,4,4,3,4,4,1,1,1,2,2,2,2,2,2,3,,,2,2,2,2,2,"2,3",4,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,2,,,2,,3,,2,2,,,3,,4,,2,3,2,3,1,3,2,2,1,3,2,1,2,2,3,1,3,2,3,1,2,2,Deliver,1,11,10467,2,1,1,11,Christian,1,2,,6,8,5,1,1,,7,Qual22501-0824-NYState,,,,582,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1844122779,h_dWywViDnqu2Q3Q8XKUxg**,,31833,,2.77E+13,{Invalid Expression},1,
11/30/2020 20:24,11/30/2020 20:34,0,100,608,1,11/30/2020 20:35,,,,,anonymous,EN,1,,,,,,,0.265,1.567,2.454,2,1,1,2,Because ion wanna get sick,,3,3,1,3,3,1,1,2,3,3,3,,3,2,1,2,,4,1,3,3,2,1,3,3,2,2,2,1,2,3,3,3,2,4,2,2,5,4,5,2,3,3,3,1,,,2,,1,2,4,3,3,4,4,4,2,1,2,2,3,3,2,1,1,1,1,1,3,2,3,2,2,2,2,2,2,2,1,1,1,4,3,4,2,1,1,2,,1,,2,"2,8",,1,"2,3",1,,3,2,,1,1,,"1,2",,2,2,1,,2,2,1,1,2,,1,3,3,3,4,3,2,2,1,3,1,2,2,1,2,1,1,2,Hhhjjhgghjjjjjhhhggggg,1,2,1,1,1,3,2,1,1,1,1,,1,"5,10,12",1,1,2,,,1,,6,,,1,1,1,2,1,2,2,"1,4",1,2,2,2,2,1,2,3,2,1,2,1,2,,1,2,2,,2,1,1,,1,,2,,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,1,3,1,2,1,2,2,Fhujgftyu,1,14,12345,2,2,1,9,,1,1,,1,1,2,1,1,,2,Qual22501-0824-NYState,,,,608,4601,,795f8357-d473-4f6d-b890-504bba085ba5,480e8e9c-31ec-fec2-e59c-b9259a84865f,,,,,,{Invalid Expression},{Invalid Expression},1,
11/30/2020 15:39,11/30/2020 20:35,0,100,17768,1,11/30/2020 20:35,,,,,anonymous,EN,1,,,,,,,3.052,3.052,3.894,1,1,1,1,well,,1,1,1,1,1,1,3,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,4,5,4,5,4,5,4,5,3,2,,,1,1,,1,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,,"1,7",,3,1,,2,5,4,,1,2,,1,3,,"1,2,3",,1,2,1,,1,1,1,1,6,,4,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,3,,,2,2,2,2,2,1,4,4,2,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,1,2,,,2,,2,,3,2,,,3,,3,,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,well,1,26,14456,2,1,1,1,,1,1,,4,7,5,2,,,2,Qual22501-0824-NYState,,,,17768,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1588565480,h_dWywViDnoROhcfxt81hA**,,31833,,2.39E+13,{Invalid Expression},1,
11/30/2020 20:20,11/30/2020 20:37,0,100,1035,1,11/30/2020 20:37,,,,,anonymous,EN,1,1.456,24.026,37.198,11,1,1,,,,,,,2,To protect myself and my loved ones and to hopefully return to normal life,,1,3,3,2,3,3,3,2,1,1,1,,2,2,1,2,1,3,1,2,1,1,1,1,1,2,2,1,1,4,4,1,1,4,4,4,4,3,4,4,3,2,2,3,1,1,,,1,,5,1,1,1,1,5,1,1,1,1,2,1,1,3,3,1,2,3,1,1,1,1,1,1,2,2,1,3,2,2,1,2,4,1,2,1,4,4,4,,1,,3,8,,2,5,1,,1,2,5,,1,,"2,6,8",,1,1,3,,1,1,2,2,"6,9",,3,2,3,4,4,4,1,3,3,3,1,1,2,2,2,1,3,,,2,2,2,2,2,6,3,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,3,2,,,2,,1,,1,1,2,,4,,3,,2,1,3,1,4,4,3,2,1,2,3,5,5,5,1,1,1,5,4,5,5,4,Disability services,1,20,13624,1,4,1,2,,4,1,,5,4,3,2,,,1,Qual22501-0824-NYState,,,,1035,4601,,795f8357-d473-4f6d-b890-504bba085ba5,1a7492c2-410d-0c5c-9ec2-a55ff090f601,,,,,,{Invalid Expression},{Invalid Expression},1,
11/30/2020 20:30,11/30/2020 20:41,0,100,623,1,11/30/2020 20:41,,,,,anonymous,EN,1,,,,,,,0,0,3.09,0,1,1,1,if need it,,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,3,4,3,3,4,3,3,4,2,1,,,2,2,,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,,2,3,,2,2,2,,2,2,2,,2,,2,,2,2,1,,2,1,1,2,12,,2,2,2,2,4,4,4,2,2,2,1,1,2,1,1,1,2,3,stress,2,2,2,2,2,2,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,2,2,,,1,1,1,,3,1,2,,4,,3,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,sales,2,30,10039,1,2,2,2,,2,2,,3,3,3,1,3,,7,Qual22501-0824-NYState,,,,623,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1513868385,h_dWywViDnrLDlLkKP-N_g**,,31833,,2.28E+13,{Invalid Expression},1,
11/30/2020 20:21,11/30/2020 20:41,0,100,1219,1,11/30/2020 20:41,,,,,anonymous,EN,1,,,,,,,1.246,25.583,26.616,13,1,1,4,,i do not trust possible side effects,1,3,3,1,2,3,3,2,1,1,1,,,,1,1,1,1,1,1,1,3,3,3,2,3,1,2,3,3,2,3,1,2,1,3,3,3,4,4,3,2,2,3,1,2,,,,2,5,2,5,5,5,4,3,1,1,1,2,3,2,3,3,2,2,1,2,2,1,2,2,2,3,3,2,3,2,2,3,1,4,1,4,1,4,4,4,,"7,8",,3,"6,7",,3,5,1,,5,3,,5,3,,"3,4,5",,5,2,3,,2,3,2,3,11,multiple scelrosis,4,4,2,4,1,4,4,3,3,3,1,3,1,2,2,2,3,,,2,2,1,2,2,6,2,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,1,2,,,1,1,1,,2,1,2,,4,,3,,2,2,3,3,3,3,3,3,2,2,3,3,3,4,3,2,2,2,5,3,3,3,teacher aide,1,30,11798,1,2,1,2,,2,1,,6,5,2,2,,,"2,3",Qual22501-0824-NYState,,,,1219,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1680558985,h_dWywViDnpOgJ9a5nrTnQ**,,31833,,2.53E+13,{Invalid Expression},1,
11/30/2020 20:18,11/30/2020 20:44,0,100,1571,1,11/30/2020 20:44,,,,,anonymous,EN,1,,,,,,,6.753,6.753,45.655,1,1,1,2,I want to ensure that I remain healthy for the time of the pandemic by using the vaccine.,,1,1,1,1,1,3,2,1,2,1,2,4,4,2,2,3,1,,4,4,2,2,2,1,3,3,1,4,3,2,1,2,1,2,1,1,1,3,2,3,2,1,4,2,2,,2,,2,,1,1,1,5,1,4,2,4,4,3,1,2,3,3,2,3,3,5,5,5,1,1,1,1,1,1,2,2,1,3,1,4,1,4,4,4,4,4,4,,6,,1,8,,2,5,1,,4,3,4,,3,,1,,4,1,5,,1,2,1,2,12,,4,4,4,4,4,4,2,2,2,3,1,2,2,2,2,2,3,,,2,2,2,2,2,6,2,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,2,2,,,2,,4,No Party,3,3,,,3,,5,Wrote In,2,1,1,3,3,1,4,3,1,1,2,4,4,1,5,5,5,1,1,3,2,2,Janitor,2,13,11787,2,4,1,4,,2,2,,4,4,2,2,,,1,Qual22501-0824-NYState,,,,1571,4601,,795f8357-d473-4f6d-b890-504bba085ba5,43084844-1f5b-dd9a-e244-7f236fcda899,,,,,,{Invalid Expression},{Invalid Expression},1,
11/30/2020 20:38,11/30/2020 20:44,0,100,360,1,11/30/2020 20:44,,,,,anonymous,EN,1,,,,,,,0,0,5.077,0,1,1,3,,i would want to see how it affects others and then consider getting it,3,3,2,3,2,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,5,5,5,5,4,4,4,4,2,3,,2,,1,,1,1,1,2,2,2,2,2,1,1,1,3,1,1,1,1,2,1,2,2,1,3,3,3,2,2,2,3,3,3,3,1,5,2,2,1,4,4,"1,2",,"1,2",,2,"1,2,3",,1,5,1,,1,1,,1,1,,"1,2,3",,1,3,1,,2,1,1,2,12,,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,,,2,2,2,2,2,"1,2",1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,2,2,,,2,,2,,2,2,,,1,,3,,1,3,1,1,1,1,2,2,2,2,3,3,3,1,1,1,1,2,2,2,3,3,cashier,1,13,11208,1,2,1,2,,3,2,,3,3,3,2,,,2,Qual22501-0824-NYState,,,,360,4601,,795f8357-d473-4f6d-b890-504bba085ba5,,1808278458,h_dWywViDnoheONqiF6Z-A**,,31833,,2.72E+13,{Invalid Expression},1,
